location_id,date,product_category,units_sold,revenue
3,2023-07-01,Clothing Store,90,91766.38
3,2023-08-01,Clothing Store,66,61406.65
3,2023-09-01,Clothing Store,84,134057.19
3,2023-10-01,Clothing Store,87,128453.96
3,2023-11-01,Clothing Store,83,106983.06
3,2023-12-01,Clothing Store,106,255530.95
3,2024-01-01,Clothing Store,92,200720.37
3,2024-02-01,Clothing Store,126,223574.77
3,2024-03-01,Clothing Store,127,195175.64
3,2024-04-01,Clothing Store,133,247440.59
3,2024-05-01,Clothing Store,109,57139.65
3,2024-06-01,Clothing Store,110,120237.83
3,2024-07-01,Clothing Store,91,63408.01
3,2024-08-01,Clothing Store,99,53647.1
3,2024-09-01,Clothing Store,98,123860.17
3,2024-10-01,Clothing Store,80,163941.4
3,2024-11-01,Clothing Store,84,143116.11
3,2024-12-01,Clothing Store,105,190360.51
3,2025-01-01,Clothing Store,93,160506.76
3,2025-02-01,Clothing Store,90,80544.69
3,2025-03-01,Clothing Store,129,282900.7
3,2025-04-01,Clothing Store,114,162003.01
3,2025-05-01,Clothing Store,128,203526.89
3,2025-06-01,Clothing Store,128,106192.59
3,2025-07-01,Clothing Store,101,220322.01
3,2025-08-01,Clothing Store,105,159255.71
3,2025-09-01,Clothing Store,101,204246.55
3,2025-10-01,Clothing Store,95,94368.98
3,2025-11-01,Clothing Store,92,83542.56
3,2025-12-01,Clothing Store,92,80596.55
3,2023-01-01,Grocery Store,287,67856.4
3,2023-02-01,Grocery Store,315,41495.86
3,2023-03-01,Grocery Store,356,57726.35
3,2023-04-01,Grocery Store,327,48357.23
3,2023-05-01,Grocery Store,284,55962.36
3,2023-06-01,Grocery Store,361,70393.54
3,2023-07-01,Grocery Store,362,42518.78
3,2023-08-01,Grocery Store,312,20166.97
3,2023-09-01,Grocery Store,282,45134.03
3,2023-10-01,Grocery Store,283,20418.48
3,2023-11-01,Grocery Store,306,64456.24
3,2023-12-01,Grocery Store,302,24034.38
3,2024-01-01,Grocery Store,297,28547.36
3,2024-02-01,Grocery Store,370,20737.74
3,2024-03-01,Grocery Store,357,40992.24
3,2024-04-01,Grocery Store,296,28571.5
3,2024-05-01,Grocery Store,314,72843.24
3,2024-06-01,Grocery Store,242,58413.53
3,2024-07-01,Grocery Store,285,82408.79
3,2024-08-01,Grocery Store,304,35089.63
3,2024-09-01,Grocery Store,272,44182.31
3,2024-10-01,Grocery Store,283,16528.16
3,2024-11-01,Grocery Store,213,11812.1
3,2024-12-01,Grocery Store,327,92935.24
3,2025-01-01,Grocery Store,275,31386.44
3,2025-02-01,Grocery Store,333,55272.38
3,2025-03-01,Grocery Store,312,33174.72
3,2025-04-01,Grocery Store,424,76679.44
3,2025-05-01,Grocery Store,391,72680.86
3,2025-06-01,Grocery Store,383,35022.91
3,2025-07-01,Grocery Store,349,74247.44
3,2025-08-01,Grocery Store,339,85292.71
3,2025-09-01,Grocery Store,275,65776.67
3,2025-10-01,Grocery Store,265,71522.3
3,2025-11-01,Grocery Store,288,16356.05
3,2025-12-01,Grocery Store,267,49308.35
3,2023-01-01,Café,180,70401.45
3,2023-02-01,Café,174,60589.17
3,2023-03-01,Café,236,66848.7
3,2023-04-01,Café,226,51797.03
3,2023-05-01,Café,194,36477.06
3,2023-06-01,Café,184,68191.15
3,2023-07-01,Café,180,57056.4
3,2023-08-01,Café,191,49062.63
3,2023-09-01,Café,177,58918.72
3,2023-10-01,Café,195,55613.7
3,2023-11-01,Café,143,34241.29
3,2023-12-01,Café,190,36753.68
3,2024-01-01,Café,200,47397.07
3,2024-02-01,Café,211,64403.98
3,2024-03-01,Café,232,42123.36
3,2024-04-01,Café,206,34486.52
3,2024-05-01,Café,219,68047.78
3,2024-06-01,Café,198,40225.9
3,2024-07-01,Café,200,63249.25
3,2024-08-01,Café,180,52219.83
3,2024-09-01,Café,165,40441.52
3,2024-10-01,Café,148,23754.91
3,2024-11-01,Café,174,65718.5
3,2024-12-01,Café,183,71498.57
3,2025-01-01,Café,177,31531.68
3,2025-02-01,Café,234,49250.79
3,2025-03-01,Café,222,49945.51
3,2025-04-01,Café,221,80237.58
3,2025-05-01,Café,246,51629.88
3,2025-06-01,Café,252,100512.56
3,2025-07-01,Café,202,36104.12
3,2025-08-01,Café,208,74322.91
3,2025-09-01,Café,179,46298.17
3,2025-10-01,Café,190,49560.55
3,2025-11-01,Café,206,57286.73
3,2025-12-01,Café,215,67307.05
4,2023-01-01,Electronics Store,15,119231.27
4,2023-02-01,Electronics Store,17,68597.25
4,2023-03-01,Electronics Store,16,156356.18
4,2023-04-01,Electronics Store,16,110179.85
4,2023-05-01,Electronics Store,16,134730.97
4,2023-06-01,Electronics Store,15,141810.45
4,2023-07-01,Electronics Store,15,90889.43
4,2023-08-01,Electronics Store,13,129252.95
4,2023-09-01,Electronics Store,11,101869.77
4,2023-10-01,Electronics Store,11,94493.55
4,2023-11-01,Electronics Store,13,52791.15
4,2023-12-01,Electronics Store,15,43738.52
4,2024-01-01,Electronics Store,15,120141.37
4,2024-02-01,Electronics Store,15,143007.09
4,2024-03-01,Electronics Store,18,127597.83
4,2024-04-01,Electronics Store,18,140252.12
4,2024-05-01,Electronics Store,16,33498.45
4,2024-06-01,Electronics Store,17,112499.18
4,2024-07-01,Electronics Store,18,129930.0
4,2024-08-01,Electronics Store,14,103372.26
4,2024-09-01,Electronics Store,16,137270.06
4,2024-10-01,Electronics Store,13,59162.15
4,2024-11-01,Electronics Store,16,79942.77
4,2024-12-01,Electronics Store,17,155053.2
4,2025-01-01,Electronics Store,19,89771.83
4,2025-02-01,Electronics Store,20,148339.3
4,2025-03-01,Electronics Store,19,142617.68
4,2025-04-01,Electronics Store,20,120872.82
4,2025-05-01,Electronics Store,19,62323.79
4,2025-06-01,Electronics Store,17,73337.29
4,2025-07-01,Electronics Store,18,122823.77
4,2025-08-01,Electronics Store,15,145336.26
4,2025-09-01,Electronics Store,13,83585.99
4,2025-10-01,Electronics Store,15,82852.96
4,2025-11-01,Electronics Store,15,62429.72
4,2025-12-01,Electronics Store,15,99656.11
4,2023-01-01,Clothing Store,30,67818.89
4,2023-02-01,Clothing Store,42,37910.22
4,2023-03-01,Clothing Store,58,140827.35
4,2023-04-01,Clothing Store,40,89597.53
4,2023-05-01,Clothing Store,47,105946.51
4,2023-06-01,Clothing Store,43,105864.91
4,2023-07-01,Clothing Store,34,30819.17
4,2023-08-01,Clothing Store,43,63839.99
4,2023-09-01,Clothing Store,36,73046.0
4,2023-10-01,Clothing Store,36,25867.02
4,2023-11-01,Clothing Store,39,91757.84
4,2023-12-01,Clothing Store,27,52526.18
4,2024-01-01,Clothing Store,38,40185.75
4,2024-02-01,Clothing Store,39,97330.03
4,2024-03-01,Clothing Store,52,40856.43
4,2024-04-01,Clothing Store,52,105676.06
4,2024-05-01,Clothing Store,49,64439.22
4,2024-06-01,Clothing Store,43,31045.84
4,2024-07-01,Clothing Store,35,52543.7
4,2024-08-01,Clothing Store,41,26477.95
4,2024-09-01,Clothing Store,35,82545.96
4,2024-10-01,Clothing Store,34,49397.72
4,2024-11-01,Clothing Store,39,70029.76
4,2024-12-01,Clothing Store,42,58745.38
4,2025-01-01,Clothing Store,46,88683.64
4,2025-02-01,Clothing Store,46,70855.63
4,2025-03-01,Clothing Store,51,39150.49
4,2025-04-01,Clothing Store,43,48812.46
4,2025-05-01,Clothing Store,50,25381.99
4,2025-06-01,Clothing Store,50,35189.24
4,2025-07-01,Clothing Store,44,100484.75
4,2025-08-01,Clothing Store,47,114123.37
4,2025-09-01,Clothing Store,30,57231.43
4,2025-10-01,Clothing Store,39,71478.06
4,2025-11-01,Clothing Store,41,29139.92
4,2025-12-01,Clothing Store,44,53684.44
4,2023-01-01,Grocery Store,108,15384.96
4,2023-02-01,Grocery Store,105,26832.22
4,2023-03-01,Grocery Store,153,15902.08
4,2023-04-01,Grocery Store,130,10939.53
4,2023-05-01,Grocery Store,133,30364.13
4,2023-06-01,Grocery Store,155,22001.71
4,2023-07-01,Grocery Store,130,6977.54
4,2023-08-01,Grocery Store,108,8757.95
4,2023-09-01,Grocery Store,85,4460.88
4,2023-10-01,Grocery Store,110,24132.41
4,2023-11-01,Grocery Store,123,10010.67
4,2023-12-01,Grocery Store,132,10566.84
4,2024-01-01,Grocery Store,135,6795.68
4,2024-02-01,Grocery Store,167,43714.79
4,2024-03-01,Grocery Store,155,23172.71
4,2024-04-01,Grocery Store,160,17864.15
4,2024-05-01,Grocery Store,151,43137.84
4,2024-06-01,Grocery Store,172,49999.04
4,2024-07-01,Grocery Store,120,24672.41
4,2024-08-01,Grocery Store,120,30333.71
4,2024-09-01,Grocery Store,140,39112.0
4,2024-10-01,Grocery Store,106,24054.62
4,2024-11-01,Grocery Store,111,20248.06
4,2024-12-01,Grocery Store,157,10842.39
4,2025-01-01,Grocery Store,139,8475.52
4,2025-02-01,Grocery Store,173,10811.59
4,2025-03-01,Grocery Store,154,44330.05
4,2025-04-01,Grocery Store,174,33474.98
4,2025-05-01,Grocery Store,195,57582.42
4,2025-06-01,Grocery Store,134,38314.0
4,2025-07-01,Grocery Store,151,25552.98
4,2025-08-01,Grocery Store,135,29247.77
4,2025-09-01,Grocery Store,146,7629.9
4,2025-10-01,Grocery Store,129,26908.23
4,2025-11-01,Grocery Store,140,22004.57
4,2025-12-01,Grocery Store,131,10430.96
4,2023-01-01,Café,81,19677.41
4,2023-02-01,Café,80,31018.57
4,2023-03-01,Café,70,16775.12
4,2023-04-01,Café,97,36817.3
4,2023-05-01,Café,87,16861.07
4,2023-06-01,Café,75,22155.42
4,2023-07-01,Café,93,22158.42
4,2023-08-01,Café,61,15546.58
4,2023-09-01,Café,67,13167.78
4,2023-10-01,Café,77,12919.8
4,2023-11-01,Café,51,16493.63
4,2023-12-01,Café,75,27672.81
4,2024-01-01,Café,66,22531.52
4,2024-02-01,Café,89,14565.62
4,2024-03-01,Café,81,31728.62
4,2024-04-01,Café,83,30054.83
4,2024-05-01,Café,76,14850.67
4,2024-06-01,Café,82,32489.6
4,2024-07-01,Café,77,22031.57
4,2024-08-01,Café,87,25747.06
4,2024-09-01,Café,77,13523.43
4,2024-10-01,Café,60,22993.87
4,2024-11-01,Café,77,24920.96
4,2024-12-01,Café,85,29900.26
4,2025-01-01,Café,80,26023.4
4,2025-02-01,Café,81,22199.24
4,2025-03-01,Café,86,13441.66
4,2025-04-01,Café,95,37293.61
4,2025-05-01,Café,82,32124.22
4,2025-06-01,Café,90,32909.41
4,2025-07-01,Café,91,33335.48
4,2025-08-01,Café,76,27956.87
4,2025-09-01,Café,84,30089.44
4,2025-10-01,Café,79,12873.76
4,2025-11-01,Café,63,14711.29
4,2025-12-01,Café,85,29404.9
5,2023-01-01,Electronics Store,26,194572.33
5,2023-02-01,Electronics Store,24,229334.13
5,2023-03-01,Electronics Store,30,240225.55
5,2023-04-01,Electronics Store,27,147316.09
5,2023-05-01,Electronics Store,30,237092.4
5,2023-06-01,Electronics Store,27,139884.27
5,2023-07-01,Electronics Store,25,181351.21
5,2023-08-01,Electronics Store,23,59907.38
5,2023-09-01,Electronics Store,29,208453.12
5,2023-10-01,Electronics Store,27,108192.9
5,2023-11-01,Electronics Store,22,149189.62
5,2023-12-01,Electronics Store,24,77727.09
5,2024-01-01,Electronics Store,30,228273.5
5,2024-02-01,Electronics Store,27,179912.03
5,2024-03-01,Electronics Store,36,126299.69
5,2024-04-01,Electronics Store,32,66129.91
5,2024-05-01,Electronics Store,33,134299.87
5,2024-06-01,Electronics Store,34,228331.49
5,2024-07-01,Electronics Store,28,100636.56
5,2024-08-01,Electronics Store,28,111636.28
5,2024-09-01,Electronics Store,26,204408.56
5,2024-10-01,Electronics Store,23,221074.29
5,2024-11-01,Electronics Store,26,93658.66
5,2024-12-01,Electronics Store,30,185147.77
5,2025-01-01,Electronics Store,34,141128.16
5,2025-02-01,Electronics Store,41,340262.94
5,2025-03-01,Electronics Store,32,177291.65
5,2025-04-01,Electronics Store,42,361113.73
5,2025-05-01,Electronics Store,35,85729.3
5,2025-06-01,Electronics Store,27,219119.2
5,2025-07-01,Electronics Store,30,76918.07
5,2025-08-01,Electronics Store,28,238364.15
5,2025-09-01,Electronics Store,24,146881.09
5,2025-10-01,Electronics Store,24,207082.67
5,2025-11-01,Electronics Store,27,130555.79
5,2025-12-01,Electronics Store,30,84616.31
5,2023-01-01,Clothing Store,75,163186.26
5,2023-02-01,Clothing Store,76,130803.11
5,2023-03-01,Clothing Store,88,64689.03
5,2023-04-01,Clothing Store,77,151289.76
5,2023-05-01,Clothing Store,78,73688.36
5,2023-06-01,Clothing Store,70,43082.5
5,2023-07-01,Clothing Store,83,112704.76
5,2023-08-01,Clothing Store,84,70844.58
5,2023-09-01,Clothing Store,68,49693.67
5,2023-10-01,Clothing Store,71,55783.56
5,2023-11-01,Clothing Store,72,109123.93
5,2023-12-01,Clothing Store,69,44028.34
5,2024-01-01,Clothing Store,89,46276.22
5,2024-02-01,Clothing Store,92,197135.46
5,2024-03-01,Clothing Store,98,84954.67
5,2024-04-01,Clothing Store,84,54717.55
5,2024-05-01,Clothing Store,89,200668.38
5,2024-06-01,Clothing Store,85,53816.0
5,2024-07-01,Clothing Store,89,221998.46
5,2024-08-01,Clothing Store,70,84072.87
